City,Year,Month,Average Temperature (celsius),Max Temperature (celsius),Min Temperature (celsius),Average Wind Speed (m/s),Total Precipitation (mm),Max Snow Depth (cm)
Ужгород,2013,4,12.2,29.3,0.9,2.4,38.9,0.0
Ужгород,2013,5,16.9,28.2,8.3,2.1,67.5,0.0
Ужгород,2013,6,20.2,32.6,10.5,1.7,54.5,0.0
Ужгород,2013,7,21.1,35.6,8.6,1.9,21.0,0.0
Ужгород,2013,8,21.9,37.1,8.6,1.7,35.2,0.0
Ужгород,2013,9,14.0,26.3,3.6,2.1,58.7,0.0
Ужгород,2013,10,12.3,24.5,-1.8,2.0,11.8,0.0
Ужгород,2013,11,7.3,17.4,-5.6,2.0,61.9,1.0
Ужгород,2013,12,0.9,11.9,-7.9,1.8,11.2,2.0
Умань,2013,1,-3.8,3.5,-14.6,1.8,58.2,29.0
Умань,2013,2,0.3,6.8,-7.5,1.7,35.9,24.0
Умань,2013,3,0.1,14.0,-10.8,3.9,62.0,10.0
Умань,2013,4,11.1,28.4,-2.5,2.2,37.1,0.0
Умань,2013,5,18.3,29.1,7.1,1.2,70.8,0.0
Умань,2013,6,20.4,30.5,8.9,1.5,78.5,0.0
Умань,2013,7,20.0,30.3,10.3,1.6,23.9,0.0
Умань,2013,8,19.8,31.4,9.1,1.2,54.9,0.0
Умань,2013,9,12.3,22.9,-1.0,2.1,90.2,0.0
Умань,2013,10,9.0,22.5,-3.8,1.4,5.5,0.0
Умань,2013,11,6.5,19.1,-4.8,2.7,36.9,0.0
Умань,2013,12,-0.9,7.2,-10.8,2.6,5.4,6.0
Феодосія,2013,6,25.7,27.1,22.6,1.8,0.0,0.0
Феодосія,2013,7,25.1,33.8,17.8,2.3,26.7,0.0
Феодосія,2013,8,26.1,33.3,17.7,2.4,1.6,0.0
Феодосія,2013,9,17.3,26.8,7.3,2.1,25.8,0.0
Феодосія,2013,10,11.0,19.8,2.4,2.4,55.8,0.0
Феодосія,2013,11,10.3,20.0,1.4,2.0,10.3,0.0
Феодосія,2013,12,2.5,11.6,-7.8,2.1,9.4,0.0
Харків,2013,1,-3.3,2.8,-14.1,3.6,51.5,18.0
Харків,2013,2,-1.3,4.7,-8.6,3.9,17.8,16.0
Харків,2013,3,-0.9,14.4,-9.1,4.6,71.1,7.0
Харків,2013,4,11.5,28.2,0.8,4.0,5.5,0.0
Харків,2013,5,20.4,29.7,9.6,3.2,41.0,0.0
Харків,2013,6,22.2,33.2,13.0,3.5,38.0,0.0
Харків,2013,7,21.2,32.7,11.5,2.8,83.6,0.0
Харків,2013,8,21.1,33.4,12.3,3.0,50.7,0.0
Харків,2013,9,12.3,20.8,1.4,3.5,122.0,0.0
Харків,2013,10,8.0,18.4,-1.2,3.3,49.0,0.0
Харків,2013,11,5.2,17.5,-4.4,4.1,15.6,0.0
Харків,2013,12,-1.8,4.5,-15.3,4.0,13.3,9.0
Херсон,2013,1,-0.3,12.9,-12.1,2.8,31.8,12.0
Херсон,2013,2,2.2,12.4,-8.8,2.9,19.1,4.0
Херсон,2013,3,3.1,18.5,-8.4,3.5,39.0,5.0
Херсон,2013,4,12.0,27.9,1.7,3.0,3.3,0.0
Херсон,2013,5,20.7,30.7,8.3,2.1,0.3,0.0
Херсон,2013,6,23.0,35.7,12.3,2.1,80.3,0.0
Херсон,2013,7,23.1,32.4,13.1,2.4,43.7,0.0
Херсон,2013,8,24.2,36.3,13.3,2.1,12.0,0.0
Херсон,2013,9,15.1,28.0,2.8,2.3,44.4,0.0
Херсон,2013,10,9.3,19.2,-0.5,2.3,53.2,0.0
Херсон,2013,11,7.4,20.5,-6.4,2.6,4.8,0.0
Херсон,2013,12,0.4,9.9,-11.2,2.7,4.0,2.0
Хмільник,2013,6,17.9,20.6,13.7,1.9,0.9,0.0
Хмільник,2013,7,19.0,28.8,8.9,1.8,63.0,0.0
Хмільник,2013,8,18.4,30.3,8.6,1.3,53.5,0.0
Хмільник,2013,9,-31.3,21.7,-9999.0,2.1,139.6,0.0
Хмільник,2013,10,9.6,22.0,-0.2,1.3,7.4,0.0
Хмільник,2013,11,6.7,19.5,-4.2,2.1,44.7,0.0
Хмільник,2013,12,-0.2,7.6,-10.9,2.5,10.1,0.0
Хмельницький,2013,1,-5.0,3.2,-17.7,3.8,57.3,31.0
Хмельницький,2013,2,-1.6,2.6,-9.0,4.4,52.8,45.0
Хмельницький,2013,3,-2.5,5.0,-16.4,5.2,87.8,39.0
Хмельницький,2013,4,9.8,27.5,-2.1,4.0,21.0,17.0
Хмельницький,2013,5,16.6,27.9,6.6,3.7,104.0,0.0
Хмельницький,2013,6,18.8,29.4,8.4,3.0,143.3,0.0
Хмельницький,2013,7,18.4,29.1,9.8,3.6,51.2,0.0
Хмельницький,2013,8,18.1,29.6,9.1,2.8,48.0,0.0
Хмельницький,2013,9,11.5,20.7,1.0,4.5,100.6,0.0
Хмельницький,2013,10,9.1,20.5,-0.6,3.4,13.6,0.0
Хмельницький,2013,11,6.2,19.5,-5.8,4.3,76.6,2.0
Хмельницький,2013,12,-0.6,6.6,-8.5,4.5,14.6,3.0
Хуст,2013,6,20.8,24.6,12.6,1.3,0.0,0.0
Хуст,2013,7,21.0,35.7,8.8,1.0,21.2,0.0
Хуст,2013,8,21.8,37.6,10.8,0.9,22.1,0.0
Хуст,2013,9,13.4,26.3,4.1,1.0,71.2,0.0
Хуст,2013,10,11.4,24.5,-2.1,0.7,40.1,0.0
Хуст,2013,11,7.5,18.8,-6.1,0.8,85.4,0.0
Хуст,2013,12,-1.1,6.2,-9.8,0.9,28.2,0.0
Чаплине,2013,6,25.1,30.5,18.0,1.4,3.0,0.0
Чаплине,2013,7,22.0,33.6,11.6,1.5,44.1,0.0
Чаплине,2013,8,22.6,34.8,12.0,1.5,24.4,0.0
Чаплине,2013,9,13.1,24.0,2.0,2.4,54.4,0.0
Чаплине,2013,10,8.0,20.8,0.1,2.2,74.8,0.0
Чаплине,2013,11,5.5,19.8,-5.2,2.0,6.3,0.0
Чаплине,2013,12,-1.6,4.6,-16.2,2.3,12.7,0.0
Черкаси,2013,6,23.4,26.4,17.9,4.0,0.0,0.0
Черкаси,2013,7,21.0,32.6,9.4,3.0,53.9,0.0
Черкаси,2013,8,20.1,31.7,8.9,3.0,54.0,0.0
Черкаси,2013,9,12.5,22.7,-0.6,3.5,107.2,0.0
Черкаси,2013,10,8.9,22.0,-3.6,3.1,7.4,0.0
Черкаси,2013,11,6.5,19.5,-4.1,3.8,17.9,0.0
Черкаси,2013,12,-1.1,6.9,-15.4,3.8,14.5,0.0
Чернігів,2013,1,-5.5,2.5,-17.4,2.7,40.4,29.0
Чернігів,2013,2,-1.4,5.4,-10.7,2.7,65.6,32.0
Чернігів,2013,3,-3.1,8.3,-11.6,3.7,73.7,45.0
Чернігів,2013,4,9.3,28.0,-4.1,2.7,19.2,32.0
Чернігів,2013,5,18.3,29.2,3.1,1.7,51.7,0.0
Чернігів,2013,6,21.1,30.5,12.7,2.2,48.6,0.0
Чернігів,2013,7,19.8,30.8,10.5,2.8,41.5,0.0
Чернігів,2013,8,18.9,32.2,8.7,2.3,33.5,0.0
Чернігів,2013,9,12.4,23.6,2.2,3.0,89.2,0.0
Чернігів,2013,10,8.6,20.6,-2.5,2.3,22.8,0.0
Чернігів,2013,11,5.8,17.3,-3.1,3.3,72.4,0.7
Чернігів,2013,12,-1.1,5.4,-13.5,3.8,24.6,12.0
Чорнобиль,2013,6,20.5,23.6,16.1,1.8,23.0,0.0
Чорнобиль,2013,7,19.5,30.6,10.1,1.1,75.2,0.0
Чорнобиль,2013,8,18.5,31.6,7.0,0.9,36.6,0.0
Чорнобиль,2013,9,11.9,23.8,0.5,1.4,98.9,0.0
Чорнобиль,2013,10,8.9,22.6,-1.6,1.1,21.3,0.0
Чорнобиль,2013,11,6.0,18.5,-4.0,1.9,64.0,0.0
Чорнобиль,2013,12,-0.5,5.8,-12.1,1.9,20.6,0.0
Чернівці,2013,1,-4.3,6.5,-18.0,2.7,35.2,16.0
Чернівці,2013,2,-0.9,7.0,-12.1,3.4,36.0,31.0
Чернівці,2013,3,-0.4,11.0,-11.8,4.0,61.5,16.0
Чернівці,2013,4,11.0,30.8,-0.9,3.0,42.0,4.0
Чернівці,2013,5,17.0,28.4,8.1,3.1,117.1,0.0
Чернівці,2013,6,19.3,30.4,8.7,2.7,91.4,0.0
Чернівці,2013,7,20.2,32.4,9.9,3.3,36.4,0.0
Чернівці,2013,8,19.8,31.8,11.4,2.5,32.3,0.0
Чернівці,2013,9,13.5,23.2,4.6,3.7,80.7,0.0
Чернівці,2013,10,9.8,22.8,-1.0,2.4,6.7,0.0
Чернівці,2013,11,7.1,23.0,-5.4,3.1,37.4,0.0
Чернівці,2013,12,-0.1,7.3,-6.9,3.1,4.0,0.0
Чорноморське,2013,1,3.4,12.6,-4.6,4.5,37.8,3.0
Чорноморське,2013,2,4.1,16.0,-3.6,4.8,15.7,0.7
Чорноморське,2013,3,5.1,18.6,-3.6,5.6,44.0,7.0
Чорноморське,2013,4,11.3,21.8,3.2,4.8,11.4,0.0
Чорноморське,2013,5,18.6,30.2,8.4,3.7,0.8,0.0
Чорноморське,2013,6,22.2,33.3,14.8,3.3,26.5,0.0
Чорноморське,2013,7,23.4,29.4,15.2,3.9,17.0,0.0
Чорноморське,2013,8,24.0,30.3,14.8,3.8,6.0,0.0
Чорноморське,2013,9,17.0,27.4,6.4,5.1,44.6,0.0
Чорноморське,2013,10,9.7,17.1,-1.6,3.7,122.9,0.0
Чорноморське,2013,11,9.6,19.0,-1.2,4.1,9.1,0.0
Чорноморське,2013,12,2.7,30.9,-8.5,4.5,7.0,0.7
Чигирин,2013,6,23.9,25.5,19.5,1.9,0.0,0.0
Чигирин,2013,7,21.3,31.1,10.6,1.8,26.0,0.0
Чигирин,2013,8,20.8,31.1,11.0,1.9,38.8,0.0
Чигирин,2013,9,12.7,23.3,1.5,2.1,69.4,0.0
Чигирин,2013,10,9.2,21.9,-1.8,2.4,14.3,0.0
Чигирин,2013,11,6.6,19.8,-4.3,2.4,19.2,0.0
Чигирин,2013,12,-1.0,6.4,-12.4,2.7,10.5,0.0
Чортків,2013,6,18.5,21.4,12.8,2.3,0.0,0.0
Чортків,2013,7,19.1,31.3,10.1,2.0,132.7,0.0
Чортків,2013,8,18.7,29.9,10.5,1.4,50.1,0.0
Чортків,2013,9,12.2,20.4,3.3,2.9,70.1,0.0
Чортків,2013,10,9.8,22.0,0.4,1.6,10.6,0.0
Чортків,2013,11,6.6,20.3,-6.3,2.3,63.0,0.0
Чортків,2013,12,-0.1,7.5,-7.3,2.7,9.2,0.0
Шепетівка,2013,1,-5.1,4.0,-19.6,2.5,80.2,33.0
Шепетівка,2013,2,-1.3,4.5,-9.4,3.0,56.2,44.0
Шепетівка,2013,3,-2.5,5.4,-15.7,3.8,115.1,48.0
Шепетівка,2013,4,9.4,29.4,-3.3,2.3,23.9,34.0
Шепетівка,2013,5,16.9,27.8,6.0,2.8,66.9,0.0
Шепетівка,2013,6,19.1,29.2,10.5,1.6,140.8,0.0
Шепетівка,2013,7,18.5,29.0,8.1,2.1,51.9,0.0
Шепетівка,2013,8,18.1,30.3,7.1,1.7,40.2,0.0
Шепетівка,2013,9,11.7,21.9,1.1,3.4,145.8,0.0
Шепетівка,2013,10,9.4,22.6,-0.2,2.4,12.3,0.0
Шепетівка,2013,11,6.4,18.8,-5.0,3.4,99.4,10.0
Шепетівка,2013,12,-0.1,5.7,-9.6,4.0,24.9,10.0
Яготин,2013,6,22.2,25.7,18.3,1.8,4.0,0.0
Яготин,2013,7,20.8,31.6,11.8,2.2,30.7,0.0
Яготин,2013,8,19.7,32.3,7.5,1.8,87.4,0.0
Яготин,2013,9,12.2,22.7,1.0,2.5,142.8,0.0
Яготин,2013,10,9.0,21.3,-2.6,2.0,12.9,0.0
Яготин,2013,11,6.0,17.4,-3.8,3.3,23.4,0.0
Яготин,2013,12,-0.9,5.9,-12.2,3.0,11.0,0.0
Ялта,2013,6,25.5,27.2,23.3,2.3,1.1,0.0
Ялта,2013,7,25.0,34.2,17.8,1.6,61.4,0.0
Ялта,2013,8,26.1,33.4,18.8,1.7,23.1,0.0
Ялта,2013,9,17.8,26.3,11.2,2.0,87.4,0.0
Ялта,2013,10,12.2,19.4,4.1,1.5,48.5,0.0
Ялта,2013,11,11.3,18.4,4.3,1.5,18.1,0.0
Ялта,2013,12,4.9,11.9,-3.5,1.9,34.6,0.0
Дебальцеве,2013,6,24.2,28.0,20.8,1.7,9.0,0.0
Дебальцеве,2013,7,21.3,31.5,10.8,2.1,26.7,0.0
Дебальцеве,2013,8,21.6,31.9,11.2,2.4,68.0,0.0
Дебальцеве,2013,9,11.9,25.5,1.6,2.6,134.1,0.0
Дебальцеве,2013,10,7.2,15.7,-1.5,2.8,73.1,0.0
Дебальцеве,2013,11,4.3,17.2,-5.4,3.3,11.8,0.0
Дебальцеве,2013,12,-3.1,2.6,-18.3,3.1,23.5,0.0
Донецьк,2013,1,-1.5,12.4,-10.4,3.6,79.5,16.0
Донецьк,2013,2,-0.5,6.1,-7.4,4.6,11.4,17.0
Донецьк,2013,3,1.3,16.5,-9.1,4.9,61.6,1.0
Донецьк,2013,4,11.4,26.1,-0.4,4.2,24.5,0.0
Донецьк,2013,5,20.4,29.8,9.9,3.0,28.4,0.0
Донецьк,2013,6,22.0,33.8,12.2,3.1,81.9,0.0
Донецьк,2013,7,22.1,32.6,11.4,3.2,32.6,0.0
Донецьк,2013,8,22.7,33.6,12.0,3.3,30.3,0.0
Донецьк,2013,9,13.0,26.6,1.8,3.7,116.0,0.0
Донецьк,2013,10,7.8,16.4,0.2,3.5,58.2,1.0
Донецьк,2013,11,5.0,17.6,-5.2,4.4,10.9,1.0
Донецьк,2013,12,-2.3,4.0,-17.6,4.8,21.0,15.0
Луганськ,2013,1,-1.5,11.0,-15.0,2.3,77.7,27.0
Луганськ,2013,2,-0.1,7.1,-9.5,2.6,13.9,23.0
Луганськ,2013,3,1.9,15.6,-11.1,3.2,35.0,9.0
Луганськ,2013,4,11.7,27.3,-0.3,2.5,16.5,0.0
Луганськ,2013,5,20.4,31.5,4.8,1.9,20.2,0.0
Луганськ,2013,6,22.4,35.4,10.9,2.0,3.3,0.0
Луганськ,2013,7,22.8,34.3,11.1,1.9,31.7,0.0
Луганськ,2013,8,22.2,34.7,11.7,1.8,59.7,0.0
Луганськ,2013,9,13.4,26.1,-0.2,2.1,70.8,0.0
Луганськ,2013,10,8.4,20.3,-2.9,2.0,69.7,0.0
Луганськ,2013,11,5.6,19.0,-4.8,2.6,12.6,0.0
Луганськ,2013,12,-1.2,4.9,-16.6,2.6,13.6,9.0
Алушта,2014,5,20.0,26.9,14.0,1.8,8.4,0.0
Алушта,2014,6,21.6,30.1,15.2,2.1,62.2,0.0
Алушта,2014,7,25.8,32.4,20.5,1.5,0.1,0.0
Алушта,2014,8,26.7,34.4,18.6,2.0,12.2,0.0
Алушта,2014,9,20.7,31.5,11.2,-81.2,74.5,0.0
Алушта,2014,10,13.8,21.9,4.0,1.7,14.9,0.0
Алушта,2014,11,9.2,17.3,0.4,2.0,31.8,0.0
Алушта,2014,12,7.8,14.8,-2.1,2.2,31.75,0.0
Асканія Нова,2014,1,-1.4,9.5,-19.3,5.7,24.5,0.0
Асканія Нова,2014,2,-0.3,13.7,-17.1,4.0,3.1,0.0
Асканія Нова,2014,3,6.6,19.6,-3.2,5.1,18.3,0.0
Асканія Нова,2014,4,10.3,23.1,-5.4,3.8,9.8,0.0
Асканія Нова,2014,5,17.7,31.6,3.0,3.4,15.3,0.0
Асканія Нова,2014,6,20.6,34.5,11.5,3.6,102.8,0.0
Асканія Нова,2014,7,25.2,34.8,15.1,4.0,0.9,0.0
Асканія Нова,2014,8,24.7,38.1,11.6,3.1,164.3,0.0
Асканія Нова,2014,9,-65.3,32.1,-9999.0,-78.8,59.3,0.0
Асканія Нова,2014,10,8.7,21.3,-3.4,4.5,39.6,0.0
Асканія Нова,2014,11,2.7,15.0,-6.4,4.7,16.8,0.0
Асканія Нова,2014,12,0.4,12.7,-13.3,4.5,40.46,0.0
Бахмут,2014,1,-5.5,6.5,-24.7,-37.9,53.7,0.0
Бахмут,2014,2,-1.7,10.9,-23.6,-42.8,7.3,0.0
Бахмут,2014,3,5.0,20.7,-6.1,2.7,33.9,0.0
Бахмут,2014,4,9.6,22.2,-6.8,2.2,39.6,0.0
Бахмут,2014,5,18.4,34.0,1.0,1.6,30.0,0.0
Бахмут,2014,6,19.0,33.2,8.5,1.7,65.1,0.0
Бахмут,2014,7,22.3,32.9,12.2,1.7,111.9,0.0
Бахмут,2014,8,22.3,38.0,6.6,1.2,31.7,0.0
Бахмут,2014,9,15.0,29.3,0.1,1.7,43.2,0.0
Бахмут,2014,10,6.0,23.3,-9.1,1.5,14.9,0.0
Бахмут,2014,11,0.4,13.6,-12.1,2.1,16.38,0.0
Бахмут,2014,12,-2.3,7.7,-23.1,1.9,58.72,0.0
Біла Церква,2014,1,-4.6,8.0,-23.4,4.5,34.6,0.0
Біла Церква,2014,2,-1.0,9.0,-20.5,3.1,7.7,0.0
Біла Церква,2014,3,6.3,18.4,-1.7,4.4,20.2,0.0
Біла Церква,2014,4,9.7,21.7,-4.8,3.0,56.2,0.0
Біла Церква,2014,5,15.9,29.8,0.0,2.5,117.0,0.0
Біла Церква,2014,6,17.2,28.1,8.8,3.2,78.0,0.0
Біла Церква,2014,7,21.2,32.1,10.7,2.3,40.6,0.0
Біла Церква,2014,8,20.7,35.1,9.6,2.5,48.3,0.0
Біла Церква,2014,9,14.2,27.2,0.5,2.4,38.7,0.0
Біла Церква,2014,10,6.7,21.9,-8.3,2.4,14.0,0.0
Біла Церква,2014,11,1.3,15.5,-13.8,2.9,30.94,0.0
Біла Церква,2014,12,-2.7,7.7,-16.8,3.3,31.02,0.0
Білопілля,2014,1,-4.7,8.4,-24.6,2.8,34.6,0.0
Білопілля,2014,2,-1.4,8.8,-19.5,1.7,8.5,0.0
Білопілля,2014,3,5.9,18.7,-3.8,2.5,14.1,0.0
Білопілля,2014,4,9.1,21.4,-5.8,1.8,49.2,0.0
Білопілля,2014,5,-27.3,28.8,-9999.0,1.4,116.6,0.0
Білопілля,2014,6,17.0,28.4,7.6,1.9,70.9,0.0
Білопілля,2014,7,20.4,32.5,11.2,1.3,131.0,0.0
Білопілля,2014,8,19.9,33.4,8.9,1.5,43.6,0.0
Білопілля,2014,9,-28.0,27.1,-9999.0,1.4,21.7,0.0
Білопілля,2014,10,6.8,21.7,-8.4,1.6,3.4,0.0
Білопілля,2014,11,1.5,16.6,-7.8,1.9,31.74,0.0
Білопілля,2014,12,-2.5,8.1,-15.8,2.3,33.07,0.0
Берегове,2014,8,19.2,19.2,19.2,0.0,0.0,0.0
Берегове,2014,9,16.8,16.8,16.8,0.0,0.0,0.0
Берегове,2014,10,14.3,17.0,11.7,0.0,11.0,0.0
Берегове,2014,11,9.0,9.0,9.0,0.0,0.0,0.0
Бережани,2014,1,-3.1,9.8,-18.4,2.9,55.2,0.0
Бережани,2014,2,-0.4,8.8,-15.6,-42.9,21.6,0.0
Бережани,2014,3,6.4,20.9,-2.8,-161.7,35.7,0.0
Бережани,2014,4,9.6,21.7,-1.4,-81.9,36.9,0.0
Бережани,2014,5,14.1,27.9,-1.0,1.7,109.9,0.0
Бережани,2014,6,16.5,27.8,5.7,-40.9,40.0,0.0
Бережани,2014,7,20.1,29.6,7.3,1.7,45.2,0.0
Бережани,2014,8,18.8,33.3,8.2,1.4,82.7,0.0
Бережани,2014,9,14.8,26.4,1.1,1.4,22.2,0.0
Бережани,2014,10,8.6,25.6,-5.5,-39.3,20.2,0.0
Бережани,2014,11,3.0,17.3,-6.2,2.2,3.53,0.0
Бережани,2014,12,-0.2,9.8,-17.8,2.6,21.31,0.0
Бобринець,2014,1,-3.6,8.0,-23.7,4.0,49.7,0.0
Бобринець,2014,2,-1.8,10.6,-20.9,2.1,10.5,0.0
Бобринець,2014,3,7.0,19.7,-1.5,3.7,18.2,0.0
Бобринець,2014,4,10.5,22.0,-7.5,2.9,62.5,0.0
Бобринець,2014,5,17.3,30.4,1.0,2.3,118.5,0.0
Бобринець,2014,6,19.2,31.3,8.6,2.3,94.2,0.0
Бобринець,2014,7,23.0,32.6,12.4,2.1,49.3,0.0
Бобринець,2014,8,23.0,35.1,8.5,2.2,42.4,0.0
Бобринець,2014,9,16.7,30.5,2.8,3.0,4.0,0.0
Бобринець,2014,10,7.6,22.6,-5.2,2.3,23.0,0.0
Бобринець,2014,11,2.2,16.6,-7.1,2.6,10.05,0.0
Бобринець,2014,12,-1.2,9.5,-16.8,2.9,33.01,0.0
Богодухів,2014,1,-7.3,5.1,-25.2,4.1,42.0,0.0
Богодухів,2014,2,-2.0,8.1,-23.2,2.9,11.8,0.0
Богодухів,2014,3,5.0,21.2,-4.4,4.0,12.5,0.0
Богодухів,2014,4,8.9,20.6,-4.4,3.5,51.8,0.0
Богодухів,2014,5,-23.5,32.0,-9999.0,2.8,60.5,0.0
Богодухів,2014,6,17.7,29.7,7.7,3.0,205.5,0.0
Богодухів,2014,7,-27.8,31.2,-9999.0,2.6,37.4,0.0
Богодухів,2014,8,21.9,34.2,8.4,2.0,58.7,0.0
Богодухів,2014,9,15.1,28.4,6.2,2.9,93.0,0.0
Богодухів,2014,10,6.2,21.6,-7.2,2.1,17.0,0.0
Богодухів,2014,11,0.4,14.2,-9.8,3.2,7.13,0.0
Богодухів,2014,12,-2.9,13.1,-19.4,3.5,49.28,0.0
Броди,2014,1,-2.9,10.4,-20.4,3.8,51.7,0.0
Броди,2014,2,1.0,10.2,-15.0,2.5,30.7,0.0
Броди,2014,3,6.3,20.7,-4.0,3.0,28.0,0.0
Броди,2014,4,10.0,22.0,-6.0,2.4,28.3,0.0
Броди,2014,5,14.5,28.0,-1.0,2.5,136.0,0.0
Броди,2014,6,16.3,28.2,5.5,-39.8,64.8,0.0
Броди,2014,7,-29.1,31.3,-9999.0,2.0,27.3,0.0
Броди,2014,8,19.1,34.5,8.5,1.7,115.2,0.0
Броди,2014,9,14.4,26.1,-0.3,1.8,20.1,0.0
Броди,2014,10,9.5,26.1,-4.8,-38.1,13.6,0.0
Броди,2014,11,4.0,23.0,-8.0,2.3,11.85,0.0
Броди,2014,12,-41.9,9.6,-9999.0,2.7,50.34,0.0
Велика Олександрівка,2014,1,-2.2,8.4,-21.3,2.8,38.5,0.0
Велика Олександрівка,2014,2,-0.1,12.5,-17.4,1.5,7.5,0.0
Велика Олександрівка,2014,3,7.4,22.3,-3.0,2.7,15.4,0.0
Велика Олександрівка,2014,4,11.0,23.0,-5.4,1.6,40.7,0.0
Велика Олександрівка,2014,5,18.2,31.5,3.0,1.5,54.4,0.0
Велика Олександрівка,2014,6,20.5,33.3,11.0,1.5,89.9,0.0
Велика Олександрівка,2014,7,25.0,34.0,14.2,1.6,15.5,0.0
Велика Олександрівка,2014,8,24.6,37.8,10.4,1.4,21.9,0.0
Велика Олександрівка,2014,9,18.0,31.6,5.2,2.0,45.0,0.0
Велика Олександрівка,2014,10,8.3,21.8,-3.8,1.8,29.7,0.0
Велика Олександрівка,2014,11,2.8,16.2,-8.1,1.6,18.69,0.0
Велика Олександрівка,2014,12,-0.8,11.1,-18.0,1.9,47.53,0.0
Великий Бурлук,2014,1,-7.9,5.2,-26.8,4.0,49.8,0.0
Великий Бурлук,2014,2,-2.9,5.6,-26.0,3.2,20.3,0.0
Великий Бурлук,2014,3,4.2,19.7,-5.5,4.4,12.0,0.0
Великий Бурлук,2014,4,8.7,22.4,-5.1,4.0,53.4,0.0
Великий Бурлук,2014,5,17.9,32.0,0.0,3.5,58.3,0.0
Великий Бурлук,2014,6,17.8,31.5,7.3,3.5,128.3,0.0
Великий Бурлук,2014,7,21.6,31.6,13.1,2.9,22.6,0.0
Великий Бурлук,2014,8,21.6,35.8,8.9,2.2,62.0,0.0
Великий Бурлук,2014,9,14.6,28.2,2.1,3.2,16.0,0.0
Великий Бурлук,2014,10,5.2,22.0,-10.1,2.4,12.8,0.0
Великий Бурлук,2014,11,-0.2,14.6,-11.1,3.9,3.98,0.0
Великий Бурлук,2014,12,-3.0,6.3,-24.0,3.9,48.12,0.0
Веселий Поділ,2014,1,-4.8,7.6,-22.5,4.2,27.1,0.0
Веселий Поділ,2014,2,-0.9,9.3,-19.9,2.4,20.5,0.0
Веселий Поділ,2014,3,6.1,21.7,-2.8,3.7,16.9,0.0
Веселий Поділ,2014,4,10.0,21.7,-5.2,3.1,40.7,0.0
Веселий Поділ,2014,5,18.2,31.1,0.0,2.4,78.5,0.0
Веселий Поділ,2014,6,18.8,31.3,9.3,-39.1,87.3,0.0
Веселий Поділ,2014,7,22.4,32.9,13.3,2.2,59.0,0.0
Веселий Поділ,2014,8,22.3,35.4,8.2,2.5,55.6,0.0
Веселий Поділ,2014,9,-26.8,29.4,-9999.0,-39.1,53.0,0.0
Веселий Поділ,2014,10,6.4,22.2,-6.8,2.2,21.0,0.0
Веселий Поділ,2014,11,1.6,15.7,-7.7,2.4,3.13,0.0
Веселий Поділ,2014,12,-2.1,8.3,-18.5,2.7,28.46,0.0
Вінниця,2014,1,-4.5,6.8,-23.5,4.9,31.4,12.0
Вінниця,2014,2,-1.6,8.2,-19.2,3.5,22.4,11.0
Вінниця,2014,3,5.5,18.8,-2.6,4.5,18.1,8.0
Вінниця,2014,4,9.2,21.5,-3.8,3.4,47.7,0.0
Вінниця,2014,5,15.5,27.9,1.2,3.2,134.9,0.0
Вінниця,2014,6,16.7,27.1,8.5,3.3,53.1,0.0
Вінниця,2014,7,20.3,30.7,11.0,3.0,71.6,0.0
Вінниця,2014,8,20.0,32.9,8.2,2.9,45.0,0.0
Вінниця,2014,9,14.4,26.5,0.2,3.4,32.9,0.0
Вінниця,2014,10,7.0,20.7,-8.3,3.2,30.0,5.0
Вінниця,2014,11,1.4,14.3,-7.6,3.4,42.6,2.0
Вінниця,2014,12,-2.2,9.0,-16.8,3.9,19.3,4.0
Володимир,2014,1,-3.3,8.2,-20.5,3.3,63.1,22.0
Володимир,2014,2,0.6,9.8,-15.0,2.1,14.8,27.0
Володимир,2014,3,5.7,20.3,-10.1,2.8,26.4,1.0
Володимир,2014,4,9.8,22.6,-5.0,2.3,25.0,0.0
Володимир,2014,5,14.5,27.9,1.2,2.4,138.4,0.0
Володимир,2014,6,16.4,27.8,6.2,2.0,69.5,0.0
Володимир,2014,7,20.6,30.7,9.0,1.6,77.1,0.0
Володимир,2014,8,18.5,33.0,7.6,1.5,118.9,0.0
Володимир,2014,9,14.1,26.2,1.7,1.5,33.6,0.0
Володимир,2014,10,8.9,24.6,-4.9,2.0,28.2,0.0
Володимир,2014,11,4.1,20.7,-8.4,2.5,13.1,1.0
Володимир,2014,12,0.4,9.6,-14.5,2.8,41.2,4.0
Вознесенськ,2014,1,-1.9,9.9,-20.8,2.5,47.9,0.0
Вознесенськ,2014,2,-0.5,12.0,-20.4,1.5,11.7,0.0
Вознесенськ,2014,3,8.2,20.1,-2.4,2.5,9.4,0.0
Вознесенськ,2014,4,11.9,23.7,-4.6,1.9,24.9,0.0
Вознесенськ,2014,5,17.5,32.4,2.0,1.3,103.2,0.0
Вознесенськ,2014,6,20.0,31.5,9.5,1.3,68.8,0.0
Вознесенськ,2014,7,24.4,33.9,12.9,1.6,68.3,0.0
Вознесенськ,2014,8,24.2,36.5,8.8,1.5,20.2,0.0
Вознесенськ,2014,9,18.0,32.1,2.0,1.7,8.2,0.0
Вознесенськ,2014,10,8.8,23.7,-3.0,1.5,52.3,0.0
Вознесенськ,2014,11,3.7,18.5,-5.6,1.8,19.69,0.0
