City,Year,Month,Average Temperature,Max Temperature,Min Temperature,Average Wind Speed,Total Precipitation,Max Snow Depth
Полтава,2012,11,+4 °,+14°,-4.2°,2.9 м/с,16.6 мм,0.7 см
Полтава,2012,12,-4.7 °,+9.6°,-17.3°,4.4 м/с,64 мм,19 см
Прилуки,2012,3,+0.5 °,+0.5°,+0.5°,2 м/с,0.6 мм,-
Прилуки,2012,9,+14.9 °,+26.7°,+4.9°,1.3 м/с,50.2 мм,-
Прилуки,2012,10,+9.7 °,+24.1°,-0.9°,1.9 м/с,119.2 мм,5 см
Прилуки,2012,11,+3.9 °,+14°,-5.3°,2.2 м/с,79.4 мм,-
Прилуки,2012,12,-4.8 °,+7.2°,-16.9°,3 м/с,99.1 мм,28 см
Пришиб,2012,3,+1 °,+1°,+1°,3 м/с,0 мм,-
Пришиб,2012,8,+16.8 °,+16.8°,+16.8°,0 м/с,0 мм,-
Пришиб,2012,9,+17.6 °,+28.4°,+7.5°,1.9 м/с,7.2 мм,-
Пришиб,2012,10,+13.5 °,+25.6°,+2.9°,3.1 м/с,9.5 мм,-
Пришиб,2012,11,+5.5 °,+16.8°,-4.4°,3.2 м/с,8.6 мм,-
Пришиб,2012,12,-1 °,+15.2°,-19.3°,5 м/с,62.3 мм,6 см
Рава Руська,2012,3,+3.8 °,+3.8°,+3.8°,5 м/с,0 мм,-
Рава Руська,2012,8,+21.1 °,+23.4°,+18.8°,2.5 м/с,0 мм,-
Рава Руська,2012,9,+14.9 °,+27.4°,+4.8°,2.2 м/с,74.2 мм,-
Рава Руська,2012,10,+8.4 °,+22.5°,-1.2°,2.2 м/с,155.2 мм,0.7 см
Рава Руська,2012,11,+5.7 °,+16.7°,-2.6°,2.5 м/с,44.1 мм,-
Рава Руська,2012,12,-3.9 °,+7.9°,-13.1°,2.5 м/с,92.2 мм,14 см
Рахів,2012,9,+15.2 °,+30.7°,+6.7°,1.4 м/с,127.4 мм,-
Рахів,2012,10,+9.7 °,+24.2°,+0.2°,1.2 м/с,161.6 мм,-
Рахів,2012,11,+4.5 °,+17.3°,-4.7°,1.1 м/с,147.4 мм,-
Рахів,2012,12,-1.4 °,+7.5°,-10.9°,1.2 м/с,122.3 мм,8 см
Рівне,2012,1,-4.6 °,+6.3°,-28.1°,4.1 м/с,45.4 мм,32 см
Рівне,2012,2,-11.4 °,+3.4°,-31.4°,3.6 м/с,35.8 мм,34 см
Рівне,2012,3,+2.7 °,+18.8°,-10.1°,5.3 м/с,24.6 мм,8 см
Рівне,2012,4,+9.8 °,+29.4°,-3°,3.9 м/с,56.6 мм,0.7 см
Рівне,2012,5,+16.4 °,+29.7°,+5°,3 м/с,29.2 мм,-
Рівне,2012,6,+18.1 °,+31°,+7.2°,3.3 м/с,87.3 мм,-
Рівне,2012,7,+22.1 °,+34.3°,+10°,2.7 м/с,99.6 мм,-
Рівне,2012,8,+19.2 °,+34.8°,+5.5°,3.2 м/с,118.6 мм,-
Рівне,2012,9,+15.2 °,+27.5°,+2.7°,3.2 м/с,49.1 мм,-
Рівне,2012,10,+8.5 °,+23°,-2.7°,3.7 м/с,69.8 мм,0.7 см
Рівне,2012,11,+4.5 °,+14.7°,-2°,3.8 м/с,23.2 мм,-
Рівне,2012,12,-6.2 °,+4°,-19.9°,4.2 м/с,63 мм,19 см
Ромни,2012,3,0 °,+0°,+0°,1 м/с,0.8 мм,1 см
Ромни,2012,8,+13.9 °,+13.9°,+13.9°,1 м/с,0 мм,-
Ромни,2012,9,+15.2 °,+27.2°,+6.2°,1.1 м/с,68.5 мм,-
Ромни,2012,10,+9.5 °,+23.5°,-2.6°,1.5 м/с,193.4 мм,3 см
Ромни,2012,11,+3.5 °,+12.5°,-5.4°,1.2 м/с,61.3 мм,-
Ромни,2012,12,-5.1 °,+8.4°,-21.6°,2 м/с,107.1 мм,28 см
Сарни,2012,1,-3.7 °,+6.8°,-21.3°,2.5 м/с,43.4 мм,17 см
Сарни,2012,2,-9.8 °,+5.8°,-28.8°,2.4 м/с,31.2 мм,30 см
Сарни,2012,3,+3.3 °,+19.5°,-10.1°,3.5 м/с,23.7 мм,4 см
Сарни,2012,4,+9.7 °,+30.1°,-5.7°,2.1 м/с,58.4 мм,0.7 см
Сарни,2012,5,+16.7 °,+30.6°,+4.8°,1.8 м/с,52.5 мм,-
Сарни,2012,6,+17.9 °,+32.2°,+3°,2.4 м/с,149.4 мм,-
Сарни,2012,7,+22.2 °,+34.4°,+9.4°,1.8 м/с,63 мм,-
Сарни,2012,8,+19.1 °,+34.7°,+7°,2.2 м/с,165.4 мм,-
Сарни,2012,9,+14.9 °,+27.1°,+2.6°,2.3 м/с,67.4 мм,-
Сарни,2012,10,+8.6 °,+22.1°,-3.4°,2.5 м/с,54.8 мм,1 см
Сарни,2012,11,+4.9 °,+15.5°,-0.5°,2.9 м/с,28 мм,-
Сарни,2012,12,-4.9 °,+5.2°,-21.3°,2.7 м/с,50.3 мм,21 см
Світловодськ,2012,1,-2.8 °,+7.4°,-17.8°,3 м/с,54.3 мм,13 см
Світловодськ,2012,2,-9.9 °,+3.5°,-25.4°,3 м/с,18.9 мм,17 см
Світловодськ,2012,3,-0 °,+16.5°,-18.7°,2.9 м/с,18.8 мм,12 см
Світловодськ,2012,4,+12.9 °,+28°,+0.7°,2.4 м/с,45.2 мм,-
Світловодськ,2012,5,+19.5 °,+28.7°,+9.6°,2.3 м/с,44.8 мм,-
Світловодськ,2012,6,+22.3 °,+33.9°,+12.2°,2.4 м/с,43.7 мм,-
Світловодськ,2012,7,+24.6 °,+34.9°,+13.8°,2 м/с,64.6 мм,-
Світловодськ,2012,8,+22 °,+35.8°,+9.6°,2.7 м/с,60.7 мм,-
Світловодськ,2012,9,+17.4 °,+26.6°,+6.9°,1.9 м/с,90.4 мм,-
Світловодськ,2012,10,+12 °,+23.7°,+0.6°,2.7 м/с,103.1 мм,-
Світловодськ,2012,11,+5.4 °,+15.1°,-2.4°,2.7 м/с,27.2 мм,-
Світловодськ,2012,12,-3.4 °,+12.9°,-18.8°,3.4 м/с,57 мм,14 см
Селятин,2012,3,+3.1 °,+3.1°,+3.1°,6 м/с,1.6 мм,0.8 см
Селятин,2012,8,+18.7 °,+18.7°,+18.7°,1 м/с,0 мм,-
Селятин,2012,9,+12.9 °,+27.8°,-8°,0.7 м/с,92.3 мм,-
Селятин,2012,10,+7 °,+24.4°,-3.5°,0.8 м/с,48.2 мм,3 см
Селятин,2012,11,+2.3 °,+19.4°,-9.1°,0.8 м/с,40 мм,-
Селятин,2012,12,-6.5 °,+6.4°,-24.7°,0.7 м/с,123.3 мм,49 см
Семенівка,2012,3,+0.3 °,+0.3°,+0.3°,1 м/с,0.4 мм,-
Семенівка,2012,8,+12.6 °,+12.6°,+12.6°,0 м/с,0 мм,-
Семенівка,2012,9,+14.1 °,+26.2°,+4.4°,1.9 м/с,71.2 мм,-
Семенівка,2012,10,+8.3 °,+24.1°,-2.4°,2.7 м/с,128.1 мм,-
Семенівка,2012,11,+3.2 °,+13°,-6.5°,3 м/с,94.8 мм,0.7 см
Семенівка,2012,12,-6.1 °,+8°,-20.2°,3.2 м/с,92.5 мм,14 см
Сімферополь,2012,1,-0.3 °,+12.8°,-14.7°,5.1 м/с,47.8 мм,13 см
Сімферополь,2012,2,-5.7 °,+6.3°,-21.6°,5.2 м/с,28.6 мм,14 см
Сімферополь,2012,3,+2.6 °,+19.1°,-8.5°,4.4 м/с,29.3 мм,10 см
Сімферополь,2012,4,+13.5 °,+28.4°,+0.1°,4.8 м/с,15.3 мм,-
Сімферополь,2012,5,+18.6 °,+30.2°,+9.7°,3.8 м/с,38 мм,-
Сімферополь,2012,6,+22.5 °,+34.9°,+11.5°,3.8 м/с,3.5 мм,-
Сімферополь,2012,7,+25.3 °,+36°,+14.3°,4.9 м/с,27.6 мм,-
Сімферополь,2012,8,+23.2 °,+35.5°,+12.4°,4 м/с,62 мм,-
Сімферополь,2012,9,+19.2 °,+29.6°,+9.3°,4.3 м/с,3.1 мм,-
Сімферополь,2012,10,+16 °,+30.8°,+5.1°,4.4 м/с,13.4 мм,-
Сімферополь,2012,11,+8.2 °,+20.5°,-2.3°,5.1 м/с,14.2 мм,-
Сімферополь,2012,12,+1.9 °,+16.5°,-9.7°,5.5 м/с,46.2 мм,4 см
Славське,2012,9,+12.7 °,+27.1°,+2.2°,0.6 м/с,136.8 мм,-
Славське,2012,10,+7.5 °,+22.8°,-2.8°,0.9 м/с,101.5 мм,-
Славське,2012,11,+4.4 °,+15.3°,-6.6°,1.1 м/с,151.2 мм,-
Славське,2012,12,-3.2 °,+7°,-17.6°,0.9 м/с,83.1 мм,19 см
Суми,2012,1,-5 °,+5.6°,-19.7°,4.3 м/с,70.6 мм,10 см
Суми,2012,2,-11.2 °,+1.6°,-27.2°,3.6 м/с,19.2 мм,13 см
Суми,2012,3,-1.1 °,+13.3°,-15.2°,4.1 м/с,15.8 мм,11 см
Суми,2012,4,+11.8 °,+29°,-1.4°,3.5 м/с,51.4 мм,3 см
Суми,2012,5,+18.2 °,+28°,+5.4°,3.2 м/с,60.8 мм,-
Суми,2012,6,+19.3 °,+30.5°,+6.8°,3.2 м/с,40.2 мм,-
Суми,2012,7,+22.5 °,+32.6°,+11.2°,2.8 м/с,71.9 мм,-
Суми,2012,8,+19.7 °,+36°,+5.8°,3 м/с,65.6 мм,-
Суми,2012,9,+15 °,+26.7°,+4.4°,2.8 м/с,39.7 мм,-
Суми,2012,10,+9.2 °,+22.4°,-3.2°,3.5 м/с,94.2 мм,1 см
Суми,2012,11,+3.2 °,+12.6°,-5.4°,3.6 м/с,26.6 мм,0.7 см
Суми,2012,12,-5.9 °,+8°,-22.6°,5.1 м/с,46.7 мм,15 см
Тернопіль,2012,1,-4.4 °,+6.1°,-21.4°,3.6 м/с,31.9 мм,18 см
Тернопіль,2012,2,-11 °,+4.2°,-32.2°,3.4 м/с,41.2 мм,30 см
Тернопіль,2012,3,+3.2 °,+19.8°,-12.2°,5.4 м/с,26.7 мм,4 см
Тернопіль,2012,4,+9.8 °,+28.4°,-2.6°,3.9 м/с,63.5 мм,1 см
Тернопіль,2012,5,+15.7 °,+28.7°,+6.2°,3.1 м/с,81.7 мм,-
Тернопіль,2012,6,+18.3 °,+30.5°,+7.7°,3.3 м/с,139.5 мм,-
Тернопіль,2012,7,+21.4 °,+33.3°,+12°,3.2 м/с,77.2 мм,-
Тернопіль,2012,8,+18.9 °,+33.4°,+7.1°,3.6 м/с,74.7 мм,-
Тернопіль,2012,9,+14.9 °,+27.5°,+3.2°,3.1 м/с,49.2 мм,-
Тернопіль,2012,10,+8.9 °,+22.9°,-1.7°,3.5 м/с,45.8 мм,1 см
Тернопіль,2012,11,+4 °,+15.8°,-3.2°,3.9 м/с,25.6 мм,-
Тернопіль,2012,12,-6.5 °,+3.6°,-21.4°,3.9 м/с,71.4 мм,25 см
Тетерів (Пісківка),2012,3,+1.8 °,+1.8°,+1.8°,2 м/с,1.6 мм,0.8 см
Тетерів (Пісківка),2012,8,+14.8 °,+14.8°,+14.8°,0 м/с,0 мм,-
Тетерів (Пісківка),2012,9,+14.9 °,+26.5°,+2.9°,1.1 м/с,40 мм,-
Тетерів (Пісківка),2012,10,+9.1 °,+25.2°,-3.8°,1.4 м/с,198.7 мм,-
Тетерів (Пісківка),2012,11,+4.9 °,+15°,-1°,1.4 м/с,87 мм,-
Тетерів (Пісківка),2012,12,-5.3 °,+5.6°,-17.8°,1.6 м/с,248.5 мм,53 см
Турка,2012,9,+12.7 °,+25.4°,+1.6°,1.2 м/с,136.9 мм,-
Турка,2012,10,+7.9 °,+21.9°,-2.3°,1.5 м/с,104.8 мм,0.8 см
Турка,2012,11,+5.4 °,+14.2°,-6.4°,2.1 м/с,108.6 мм,2 см
Турка,2012,12,-3.4 °,+6°,-17.9°,2 м/с,115.1 мм,17 см
Ужгород,2012,1,-0.7 °,+6.3°,-17.4°,2.2 м/с,60.9 мм,18 см
Ужгород,2012,2,-6 °,+7.5°,-21.3°,2.1 м/с,57.6 мм,31 см
Ужгород,2012,3,+5.8 °,+20.1°,-10.3°,2.8 м/с,11.5 мм,11 см
Ужгород,2012,4,+12 °,+29.3°,-3.1°,2.8 м/с,43.1 мм,-
Ужгород,2012,5,+16.7 °,+30.7°,+5.4°,2.4 м/с,57.8 мм,-
Ужгород,2012,6,+20 °,+32.9°,+9.9°,2.1 м/с,92.6 мм,-
Ужгород,2012,7,+22.8 °,+34.7°,+10.1°,1.8 м/с,102.2 мм,-
Ужгород,2012,8,+21.1 °,+35.4°,+8.3°,1.8 м/с,17.8 мм,-
Ужгород,2012,9,+17.5 °,+31.9°,+4°,1.8 м/с,48.6 мм,-
Ужгород,2012,10,+10.8 °,+22.3°,+1.6°,1.7 м/с,54.2 мм,-
Ужгород,2012,11,+6.8 °,+15.3°,-3.9°,1.9 м/с,38.9 мм,-
Ужгород,2012,12,-0.3 °,+6.8°,-9.4°,2.1 м/с,59.4 мм,4 см
Умань,2012,1,-4.3 °,+5.4°,-19.5°,1.3 м/с,31.8 мм,23 см
Умань,2012,2,-10.2 °,+4.2°,-28.2°,1.9 м/с,27.2 мм,36 см
Умань,2012,3,+2.3 °,+19.6°,-12.7°,3.2 м/с,22.6 мм,12 см
Умань,2012,4,+12.1 °,+29.2°,-2.6°,2 м/с,39.8 мм,-
Умань,2012,5,+18 °,+29.6°,+7°,1.9 м/с,45.3 мм,-
Умань,2012,6,+21.2 °,+35.8°,+8.2°,1.5 м/с,25 мм,-
Умань,2012,7,+23.4 °,+34.2°,+12.2°,1.5 м/с,69.3 мм,-
Умань,2012,8,+20.9 °,+37.2°,+8.8°,2.4 м/с,29.3 мм,-
Умань,2012,9,+16.6 °,+29.2°,+4.4°,1.1 м/с,91 мм,-
Умань,2012,10,+10.5 °,+25.4°,-1.4°,1.8 м/с,37.2 мм,-
Умань,2012,11,+4.5 °,+15.9°,-4.6°,1.7 м/с,28.9 мм,-
Умань,2012,12,-5.2 °,+15.7°,-20.4°,2.3 м/с,166 мм,40 см
Феодосія,2012,3,+7 °,+7°,+7°,3 м/с,8 мм,-
Феодосія,2012,8,+18.7 °,+18.7°,+18.7°,1 м/с,0 мм,-
Феодосія,2012,9,+21.1 °,+28.3°,+14.2°,2 м/с,4 мм,-
Феодосія,2012,10,+17.5 °,+27.6°,+6.6°,2.1 м/с,2.4 мм,-
Феодосія,2012,11,+9.7 °,+19.4°,+1.2°,2.5 м/с,21 мм,-
Феодосія,2012,12,+4.1 °,+17°,-7.9°,2.8 м/с,70 мм,7 см
Харків,2012,1,-4.7 °,+6.3°,-19.8°,4.7 м/с,49.1 мм,16 см
Харків,2012,2,-10.5 °,+2.2°,-26.2°,4 м/с,27.8 мм,22 см
Харків,2012,3,-0.5 °,+12.6°,-13.9°,4.4 м/с,20.4 мм,19 см
Харків,2012,4,+13.8 °,+30.3°,-0.8°,4 м/с,10.9 мм,-
Харків,2012,5,+19.8 °,+31°,+8°,3.8 м/с,47.9 мм,-
Харків,2012,6,+21.7 °,+33.8°,+9.4°,3.6 м/с,33.2 мм,-
Харків,2012,7,+24.7 °,+34.1°,+14.2°,3.8 м/с,19.4 мм,-
Харків,2012,8,+22 °,+36.8°,+8.4°,3.4 м/с,88.9 мм,-
Харків,2012,9,+16.7 °,+27.6°,+6.3°,2.7 м/с,8.8 мм,-
Харків,2012,10,+10.8 °,+23.2°,-1°,3.5 м/с,116.5 мм,-
Харків,2012,11,+3.7 °,+14.6°,-4.2°,3.4 м/с,14.9 мм,0.7 см
Харків,2012,12,-5.1 °,+13°,-20.8°,5.4 м/с,58.9 мм,16 см
Херсон,2012,1,-1.7 °,+9°,-15.6°,3.5 м/с,69.7 мм,3 см
Херсон,2012,2,-7.3 °,+7°,-22.6°,3.6 м/с,21.7 мм,13 см
Херсон,2012,3,+2.6 °,+19.5°,-8°,3.1 м/с,24.9 мм,7 см
Херсон,2012,4,+13.2 °,+31.5°,-0.3°,2.6 м/с,6.4 мм,-
Херсон,2012,5,+20.8 °,+33.6°,+10.1°,2.4 м/с,40.7 мм,-
Херсон,2012,6,+23.3 °,+35.1°,+11°,2.4 м/с,20 мм,-
Херсон,2012,7,+26.5 °,+37.4°,+13.7°,2.7 м/с,65 мм,-
Херсон,2012,8,+23.7 °,+37.1°,+11.1°,2.9 м/с,72.6 мм,-
Херсон,2012,9,+19.1 °,+30.5°,+6.9°,1.9 м/с,4 мм,-
Херсон,2012,10,+14.6 °,+28.1°,+2.9°,2.8 м/с,33.2 мм,-
Херсон,2012,11,+6.6 °,+18.3°,-4.9°,2.2 м/с,7.6 мм,-
Херсон,2012,12,-0.9 °,+15.4°,-20.8°,3.8 м/с,42.3 мм,11 см
Хмільник,2012,9,+15.3 °,+26.7°,+5°,1.2 м/с,26.7 мм,-
Хмільник,2012,10,+9.1 °,+24.2°,-0.5°,1.5 м/с,130.8 мм,-
Хмільник,2012,11,+4.3 °,+13.8°,-1.8°,1.6 м/с,67.2 мм,-
Хмільник,2012,12,-5.6 °,+5.8°,-20.5°,2 м/с,162.3 мм,35 см
Хмельницький,2012,1,-4.6 °,+4.4°,-22.1°,3.6 м/с,31.4 мм,24 см
Хмельницький,2012,2,-10.7 °,+3.8°,-27.5°,3.7 м/с,60.9 мм,38 см
Хмельницький,2012,3,+2.4 °,+18.3°,-10.8°,5.2 м/с,34.5 мм,13 см
Хмельницький,2012,4,+10.2 °,+28.2°,-3.8°,3.8 м/с,107.7 мм,16 см
Хмельницький,2012,5,+16.4 °,+29°,+6.3°,3.2 м/с,42.7 мм,-
Хмельницький,2012,6,+18.7 °,+30.5°,+7.7°,3.3 м/с,114.3 мм,-
Хмельницький,2012,7,+21.8 °,+33.2°,+11.5°,3.1 м/с,49.2 мм,-
Хмельницький,2012,8,+19.1 °,+33.4°,+7.5°,3.6 м/с,98.1 мм,-
Хмельницький,2012,9,+15.6 °,+27°,+5.6°,3.1 м/с,32.4 мм,-
Хмельницький,2012,10,+9.1 °,+23.7°,-1.8°,3.5 м/с,53.4 мм,0.7 см
Хмельницький,2012,11,+4 °,+13.3°,-3.1°,3.7 м/с,23.1 мм,-
Хмельницький,2012,12,-6 °,+5.1°,-19.8°,4.3 м/с,98.6 мм,29 см
Хуст,2012,9,+17 °,+31°,+5.5°,0.8 м/с,147.6 мм,-
Хуст,2012,10,+10.7 °,+24.3°,+2.2°,0.7 м/с,113 мм,-
Хуст,2012,11,+5.5 °,+16.5°,-3°,0.8 м/с,122 мм,-
Хуст,2012,12,-0.5 °,+8.2°,-8.5°,0.8 м/с,130 мм,7 см
Чаплине,2012,3,+0.8 °,+0.8°,+0.8°,1 м/с,0 мм,-
Чаплине,2012,8,+14.2 °,+14.2°,+14.2°,1 м/с,0 мм,-
Чаплине,2012,9,+16.7 °,+27.8°,+7.3°,1.4 м/с,34.8 мм,-
Чаплине,2012,10,+12.2 °,+24.3°,+0.8°,2.4 м/с,69.2 мм,-
Чаплине,2012,11,+4.4 °,+15.3°,-5.4°,1.9 м/с,16 мм,-
Чаплине,2012,12,-3 °,+13.7°,-18.3°,5 м/с,100.7 мм,18 см
Черкаси,2012,3,+1.2 °,+1.2°,+1.2°,2 м/с,0 мм,-
Черкаси,2012,8,+15.4 °,+15.4°,+15.4°,1 м/с,0 мм,-
Черкаси,2012,9,+16 °,+27.7°,+5.5°,2.1 м/с,171.5 мм,-
Черкаси,2012,10,+10.5 °,+24.5°,-2.4°,3.1 м/с,126.1 мм,1 см
Черкаси,2012,11,+4.8 °,+14.6°,-4.8°,3 м/с,58.2 мм,-
Черкаси,2012,12,-3.6 °,+9.4°,-17.6°,4.3 м/с,98.8 мм,19 см
Чернігів,2012,1,-5 °,+4.1°,-21.7°,3.4 м/с,69.4 мм,34 см
Чернігів,2012,2,-11.6 °,+3.6°,-29.6°,2.8 м/с,36.5 мм,40 см
Чернігів,2012,3,+1.2 °,+18.9°,-18.2°,3.7 м/с,25.1 мм,21 см
Чернігів,2012,4,+10.6 °,+29.1°,-3.1°,2.9 м/с,70.9 мм,3 см
Чернігів,2012,5,+17.4 °,+28.9°,+6.7°,2.9 м/с,31.6 мм,-
Чернігів,2012,6,+18.9 °,+96.3°,+7.2°,2.6 м/с,124.5 мм,-
Чернігів,2012,7,+22.3 °,+34.1°,+11.7°,2.1 м/с,41.9 мм,-
Чернігів,2012,8,+19.3 °,+35.1°,+6°,2.9 м/с,120.4 мм,-
Чернігів,2012,9,+14.8 °,+26.1°,+3.5°,2 м/с,21.1 мм,-
Чернігів,2012,10,+8.8 °,+24.6°,-3.7°,2.5 м/с,61.9 мм,-
Чернігів,2012,11,+4 °,+13.5°,-6.9°,3 м/с,41.2 мм,-
Чернігів,2012,12,-5.9 °,+4°,-21.4°,3.4 м/с,93.4 мм,33 см
Чорнобиль,2012,3,+1.6 °,+1.6°,+1.6°,1 м/с,1.2 мм,1 см
Чорнобиль,2012,8,+12.4 °,+12.4°,+12.4°,0 м/с,0 мм,-
Чорнобиль,2012,9,+14.3 °,+27.1°,+3.4°,1.2 м/с,91.9 мм,-
Чорнобиль,2012,10,+8.8 °,+23.3°,-4°,1.4 м/с,275.2 мм,-
Чорнобиль,2012,11,+4.7 °,+16°,-3.6°,1.7 м/с,97.2 мм,-
Чорнобиль,2012,12,-5.1 °,+7°,-19°,1.5 м/с,243.1 мм,42 см
Чернівці,2012,1,-3.1 °,+6.8°,-19.5°,2.6 м/с,24.2 мм,18 см
Чернівці,2012,2,-9.3 °,+8.3°,-25.8°,3 м/с,39.4 мм,30 см
Чернівці,2012,3,+4.8 °,+22.6°,-9.3°,4.3 м/с,28.4 мм,11 см
Чернівці,2012,4,+11.4 °,+29°,-1.3°,3 м/с,93.5 мм,3 см
Чернівці,2012,5,+16.4 °,+29.3°,+6.2°,2.4 м/с,64 мм,-
Чернівці,2012,6,+20.6 °,+32.7°,+10.1°,2.5 м/с,77 мм,-
Чернівці,2012,7,+23.2 °,+34.4°,+13.4°,2.7 м/с,51.8 мм,-
Чернівці,2012,8,+21 °,+36.2°,+9.1°,3.1 м/с,48.1 мм,-
Чернівці,2012,9,+16.5 °,+29.3°,+7.7°,2.6 м/с,61.3 мм,-
Чернівці,2012,10,+10.3 °,+25.1°,-0.8°,2.5 м/с,51.9 мм,-
Чернівці,2012,11,+4.9 °,+18.1°,-2.2°,2.9 м/с,17.8 мм,-
Чернівці,2012,12,-5.6 °,+8.7°,-19.2°,3.3 м/с,87 мм,38 см
Чорноморське,2012,1,+1.3 °,+10.5°,-12.2°,5.5 м/с,72.5 мм,8 см
Чорноморське,2012,2,-5.1 °,+6.6°,-22.5°,5.4 м/с,13.8 мм,5 см
Чорноморське,2012,3,+3.6 °,+15.6°,-5.6°,4.4 м/с,14.1 мм,-
Чорноморське,2012,4,+11.9 °,+26.7°,+0°,5 м/с,17.8 мм,-
Чорноморське,2012,5,+18.4 °,+29.8°,+11.6°,3 м/с,42.3 мм,-
Чорноморське,2012,6,+22.2 °,+31°,+13.3°,3.4 м/с,113.7 мм,-
Чорноморське,2012,7,+25.3 °,+35.5°,+15.8°,3.8 м/с,3 мм,-
Чорноморське,2012,8,+23.7 °,+31.4°,+13.8°,4.1 м/с,43.7 мм,-
Чорноморське,2012,9,+19.6 °,+40°,+8.2°,3.3 м/с,0 мм,-
Чорноморське,2012,10,+17 °,+31.6°,+6.6°,4.6 м/с,10.9 мм,-
Чорноморське,2012,11,+9.2 °,+19.6°,+0.4°,4 м/с,4.5 мм,-
Чорноморське,2012,12,+2.7 °,+33°,-12.3°,5.9 м/с,58.1 мм,3 см
Чигирин,2012,3,+0.9 °,+0.9°,+0.9°,1 м/с,0 мм,-
Чигирин,2012,8,+17.3 °,+17.3°,+17.3°,0 м/с,0 мм,-
Чигирин,2012,9,+16.7 °,+27.2°,+8.7°,1.5 м/с,124 мм,-
Чигирин,2012,10,+11.3 °,+26.4°,+0.6°,1.8 м/с,182.4 мм,1 см
Чигирин,2012,11,+4.9 °,+14.5°,-3.2°,1.7 м/с,36.8 мм,1 см
Чигирин,2012,12,-3.2 °,+12.7°,-19.3°,2.2 м/с,79.6 мм,16 см
Чортків,2012,3,+4.4 °,+4.4°,+4.4°,4 м/с,0 мм,-
Чортків,2012,8,+19.2 °,+19.2°,+19.2°,1 м/с,0 мм,-
Чортків,2012,9,+15.6 °,+27.7°,+7.6°,1.3 м/с,111.4 мм,-
Чортків,2012,10,+9.5 °,+24.5°,-1.9°,1.6 м/с,89.9 мм,0.7 см
Чортків,2012,11,+4.3 °,+15.4°,-3°,1.7 м/с,43.9 мм,-
Чортків,2012,12,-5.4 °,+6.4°,-17.3°,1.9 м/с,185.7 мм,42 см
Шепетівка,2012,1,-4.4 °,+4.9°,-24°,2.8 м/с,42.2 мм,16 см
Шепетівка,2012,2,-10.7 °,+4°,-29.2°,2.8 м/с,60.9 мм,43 см
Шепетівка,2012,3,+2.6 °,+18.3°,-10.3°,3.6 м/с,55.7 мм,20 см
Шепетівка,2012,4,+10 °,+28.8°,-3.6°,2.4 м/с,92.6 мм,5 см
Шепетівка,2012,5,+16.6 °,+28.8°,+5.7°,2.3 м/с,32.8 мм,-
Шепетівка,2012,6,+18.3 °,+31.4°,+6.8°,2.5 м/с,152 мм,-
Шепетівка,2012,7,+21.5 °,+32.4°,+10.2°,1.9 м/с,107.9 мм,-
Шепетівка,2012,8,+18.4 °,+31.2°,+5.4°,2.1 м/с,178 мм,-
Шепетівка,2012,9,+14.8 °,+26°,+2°,2.2 м/с,28 мм,-
Шепетівка,2012,10,+8.7 °,+22.6°,-2.2°,2.9 м/с,85.6 мм,-
Шепетівка,2012,11,+4.4 °,+13.5°,-1.8°,3 м/с,22 мм,-
Шепетівка,2012,12,-5.7 °,+4.2°,-18.5°,3.4 м/с,72.3 мм,29 см
Яготин,2012,3,+1.1 °,+1.1°,+1.1°,1 м/с,0 мм,-
Яготин,2012,8,+14.4 °,+14.4°,+14.4°,2 м/с,0 мм,-
Яготин,2012,9,+15.7 °,+26.7°,+6.1°,1.8 м/с,128.5 мм,-
Яготин,2012,10,+10 °,+24.7°,-2.4°,2.3 м/с,95.9 мм,0.7 см
Яготин,2012,11,+4.2 °,+13.8°,-5.3°,2.8 м/с,65.4 мм,-
Яготин,2012,12,-4.5 °,+6.7°,-18.5°,3.7 м/с,93.1 мм,18 см
Ялта,2012,3,+8.2 °,+8.2°,+8.2°,1 м/с,4 мм,-
Ялта,2012,8,+20.5 °,+20.5°,+20.5°,1 м/с,0 мм,-
Ялта,2012,9,+21.3 °,+28.2°,+15.1°,1.7 м/с,4.8 мм,-
Ялта,2012,10,+18.2 °,+25.4°,+10.6°,1.6 м/с,71.7 мм,-
Ялта,2012,11,+11.7 °,+20.2°,+5.6°,1.6 м/с,34 мм,-
Ялта,2012,12,+7.1 °,+15.6°,+0.5°,2.3 м/с,170.2 мм,0.7 см
Дебальцеве,2012,3,+0.2 °,+0.2°,+0.2°,0 м/с,0 мм,-
Дебальцеве,2012,8,+12.7 °,+12.7°,+12.7°,1 м/с,0 мм,-
Дебальцеве,2012,9,+16.6 °,+27°,+6.2°,2.5 м/с,28.6 мм,-
Дебальцеве,2012,10,+11.8 °,+22.8°,+1.5°,3.6 м/с,52.7 мм,-
Дебальцеве,2012,11,+3.2 °,+15.1°,-4.8°,3.5 м/с,14.3 мм,-
Дебальцеве,2012,12,-5.1 °,+10.9°,-21.1°,5.1 м/с,147.6 мм,25 см
Донецьк,2012,1,-5.1 °,+6.1°,-20.3°,4.8 м/с,41.4 мм,9 см
Донецьк,2012,2,-9.8 °,+1.2°,-24.6°,4 м/с,38.4 мм,11 см
Донецьк,2012,3,-1.1 °,+12.7°,-14.2°,4.1 м/с,36.3 мм,13 см
